id,basisOfRecord,occurrenceid,scientificname,family,locality,countrycode,barcode,STATION,day,month,year,decimal_latitude,decimal_longitude
50302,preservedSpecimen,urn:mrbif:ens:hnm:50302,Senna alexandrina P.Miller,Leguminosae-Caesalpinioideae,Ain Ehl Taya,MR,HNM00140,Oasis tergit,27,3,2010,20.2658333,13.0902778
50303,preservedSpecimen,urn:mrbif:ens:hnm:50303,Cyperus articulatus L.,Cyperaceae,Kankossa,MR,HNM00141,agmamine 1,17,10,2009,15.8786111,-11.5638889
50304,preservedSpecimen,urn:mrbif:ens:hnm:50304,Boscia angustifolia A. Rich.,Capparaceae,Tektake,MR,HNM00142,Plateau rocailleux,28,11,2007,15.5430556,-11.9491667
50305,preservedSpecimen,urn:mrbif:ens:hnm:50305,Crataeva adansonii DC.,Capparaceae,Selibaby,MR,HNM00143,Mouddi,26,11,2007,15.0344444,-12.3002778
50306,preservedSpecimen,urn:mrbif:ens:hnm:50306,Boscia angustifolia A. Rich.,Capparaceae,Tektake,MR,HNM00144,Plateau rocailleux,28,11,2007,15.5430556,-11.9491667
50307,preservedSpecimen,urn:mrbif:ens:hnm:50307,Boscia angustifolia A. Rich.,Capparaceae,Tektake,MR,HNM00145,Plateau rocailleux,28,11,2007,15.5430556,-11.9491667
50308,preservedSpecimen,urn:mrbif:ens:hnm:50308,Boscia angustifolia A. Rich.,Capparaceae,Tektake,MR,HNM00146,Plateau rocailleux,28,11,2007,15.5430556,-11.9491667
50309,preservedSpecimen,urn:mrbif:ens:hnm:50309,Sclerocephalus arabicus Boiss.,Caryophyllaceae,Zouerate,MR,HNM00147,Limhouedat,18,12,2009,22.8141667,-12.3669444
50310,preservedSpecimen,urn:mrbif:ens:hnm:50310,Sclerocephalus arabicus Boiss.,Caryophyllaceae,Zouerate,MR,HNM00149,Limhouedat,18,12,2009,22.8141667,-12.3669444
50311,preservedSpecimen,urn:mrbif:ens:hnm:50311,Sclerocephalus arabicus Boiss.,Caryophyllaceae,Zouerate,MR,HNM00148,Limhouedat,18,12,2009,22.8141667,-12.3669444
50312,preservedSpecimen,urn:mrbif:ens:hnm:50312,Paronychia arabica (L.) DC. var. breviseta (Asch.) Thell.,Illecebraceae,Zouerate,MR,HNM00150,Limhouedat,18,12,2009,22.8141667,-12.3669444
50313,preservedSpecimen,urn:mrbif:ens:hnm:50313,Paronychia arabica (L.) DC. var. breviseta (Asch.) Thell.,Illecebraceae,Zouerate,MR,HNM00151,Limhouedat,18,12,2009,22.8141667,-12.3669444
50314,preservedSpecimen,urn:mrbif:ens:hnm:50314,Maytenus senegalensis (Lam.) Exell,Celastraceae,Kobenni,MR,HNM00152,Entre Kobenni et treydatt,25,11,2007,15.817222,-9.365278
50315,preservedSpecimen,urn:mrbif:ens:hnm:50315,Maytenus senegalensis (Lam.) Exell,Celastraceae,KeurMacene,MR,HNM00153,PND (vers Ziré sur cordon littoral),<null>,<null>,2007,16.538477,-16.214909
50316,preservedSpecimen,urn:mrbif:ens:hnm:50316,Suaeda mollis (Desf.) Del.,Chenopodiaceae,KeurMacene,MR,HNM00154,Bell1,24,11,2007,16.538477,-16.214909
50317,preservedSpecimen,urn:mrbif:ens:hnm:50317,Arthrocnemum macrostachyum (Moric) K. Koch,Chenopodiaceae,KeurMacene,MR,HNM00155,ouvrage Bell 2 (PND),24,11,2007,16.538477,-16.214909
50318,preservedSpecimen,urn:mrbif:ens:hnm:50318,Androcymbium gramineum (Cav.) J.F.Macbr.,Colchicaceae,Zouerate,MR,HNM00156,Limhouedat,18,12,2009,22.8141667,-12.3669444
50319,preservedSpecimen,urn:mrbif:ens:hnm:50319,Anogeissus leiocarpa (DC.) Guill. & Perr.,Combretaceae,Kobonni,MR,HNM00157,Touimratt,25,11,2007,15.817222,-9.365278
50320,preservedSpecimen,urn:mrbif:ens:hnm:50320,Anogeissus leiocarpa (DC.) Guill. & Perr.,Combretaceae,Kobonni,MR,HNM00158,Touimratt,25,11,2007,15.817222,-9.365278
50321,preservedSpecimen,urn:mrbif:ens:hnm:50321,Anogeissus leiocarpa (DC.) Guill. & Perr.,Combretaceae,Kobonni,MR,HNM00159,Touimratt,25,11,2007,15.817222,-9.365278
50322,preservedSpecimen,urn:mrbif:ens:hnm:50322,Combretum aculeatum Vent.,Combretaceae,Kobenni,MR,HNM00160,Entre Treydatt et axe Kobenni-Aioun,25,11,2007,15.817222,-9.365278
50323,preservedSpecimen,urn:mrbif:ens:hnm:50323,Combretum aculeatum Vent.,Combretaceae,Kobenni,MR,HNM00161,Entre Treydatt et axe Kobenni-Aioun,25,11,2007,15.817222,-9.365278
50324,preservedSpecimen,urn:mrbif:ens:hnm:50324,Terminalia macroptera Guill. & Perr.,Combretaceae,Kankossa,MR,HNM00162,Oued Kmach,20,10,2009,15.9172222,-11.3966667
50325,preservedSpecimen,urn:mrbif:ens:hnm:50325,Terminalia macroptera Guill. & Perr.,Combretaceae,Kankossa,MR,HNM00163,Oued Kmach,20,10,2009,15.9172222,-11.3966667
50326,preservedSpecimen,urn:mrbif:ens:hnm:50326,Combretum nigricans Lepr. ex Guill. & Perr.,Combretaceae,Tektake,MR,HNM00164,Tektake,28,11,2007,15.5430556,-11.9491667
50327,preservedSpecimen,urn:mrbif:ens:hnm:50327,Combretum nigricans Lepr. ex Guill. & Perr.,Combretaceae,Tektake,MR,HNM00165,Tektake,28,11,2007,15.5430556,-11.9491667
50328,preservedSpecimen,urn:mrbif:ens:hnm:50328,Combretum nigricans Lepr. ex Guill. & Perr.,Combretaceae,Tektake,MR,HNM00166,Tektake,28,11,2007,15.5430556,-11.9491667
50329,preservedSpecimen,urn:mrbif:ens:hnm:50329,Combretum nigricans Lepr. ex Guill. & Perr.,Combretaceae,Tektake,MR,HNM00167,Tektake,28,11,2007,15.5430556,-11.9491667
50330,preservedSpecimen,urn:mrbif:ens:hnm:50330,Combretum aculeatum Vent.,Combretaceae,Selibabi,MR,HNM00168,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50331,preservedSpecimen,urn:mrbif:ens:hnm:50331,Combretum aculeatum Vent.,Combretaceae,Selibabi,MR,HNM00169,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50332,preservedSpecimen,urn:mrbif:ens:hnm:50332,Combretum aculeatum Vent.,Combretaceae,Selibabi,MR,HNM00170,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50333,preservedSpecimen,urn:mrbif:ens:hnm:50333,Combretum paniculatum Vent.,Combretaceae,Selibaby,MR,HNM00171,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50334,preservedSpecimen,urn:mrbif:ens:hnm:50334,Combretum paniculatum Vent.,Combretaceae,Selibaby,MR,HNM00172,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50335,preservedSpecimen,urn:mrbif:ens:hnm:50335,Combretum paniculatum Vent.,Combretaceae,Selibaby,MR,HNM00173,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50336,preservedSpecimen,urn:mrbif:ens:hnm:50336,Combretum aculeatum Vent.,Combretaceae,Selibaby,MR,HNM00174,oued Mouddi,26,11,2007,15.0344444,-12.3002778
50337,preservedSpecimen,urn:mrbif:ens:hnm:50337,Combretum,Combretaceae,Selibabi,MR,HNM00175,oued Mouddi,26,11,2007,15.158945880535,-12.1828970609949
50338,preservedSpecimen,urn:mrbif:ens:hnm:50338,Combretum,Combretaceae,Selibabi,MR,HNM00176,oued Mouddi,26,11,2007,15.158945880535,-12.1828970609949
50339,preservedSpecimen,urn:mrbif:ens:hnm:50339,Combretum,Combretaceae,Selibabi,MR,HNM00178,oued Mouddi,26,11,2007,15.158945880535,-12.1828970609949
50340,preservedSpecimen,urn:mrbif:ens:hnm:50340,Combretum,Combretaceae,Selibabi,MR,HNM00179,oued Mouddi,26,11,2007,15.158945880535,-12.1828970609949
50341,preservedSpecimen,urn:mrbif:ens:hnm:50341,Combretum,Combretaceae,Selibabi,MR,HNM00180,oued Mouddi,26,11,2007,15.158945880535,-12.1828970609949
50342,preservedSpecimen,urn:mrbif:ens:hnm:50342,Combretum glutinosum Perr. ex DC.,Combretaceae,Fimbo,MR,HNM00182,Fimbo,25,11,2007,15.4550382119625,-12.8867893819667
50343,preservedSpecimen,urn:mrbif:ens:hnm:50343,Combretum glutinosum Perr. ex DC.,Combretaceae,Fimbo,MR,HNM00183,Fimbo,25,11,2007,15.4550382119625,-12.8867893819667
50344,preservedSpecimen,urn:mrbif:ens:hnm:50344,Combretum glutinosum Perr. ex DC.,Combretaceae,Fimbo,MR,HNM00184,Fimbo,25,11,2007,15.4550382119625,-12.8867893819667
50345,preservedSpecimen,urn:mrbif:ens:hnm:50345,Combretum glutinosum Perr. ex DC.,Combretaceae,Fimbo,MR,HNM00185,Fimbo,25,11,2007,15.4550382119625,-12.8867893819667
50346,preservedSpecimen,urn:mrbif:ens:hnm:50346,Combretum glutinosum Perr. ex DC.,Combretaceae,Fimbo,MR,HNM00186,Fimbo,25,11,2007,15.4550382119625,-12.8867893819667
50347,preservedSpecimen,urn:mrbif:ens:hnm:50347,Terminalia macroptera Guill. & Perr.,Combretaceae,Tektake,MR,HNM00187,Tektake,28,11,2007,15.5430556,-12.9491667
50348,preservedSpecimen,urn:mrbif:ens:hnm:50348,Terminalia macroptera Guill. & Perr.,Combretaceae,Tektake,MR,HNM00188,Tektake,28,11,2007,15.5430556,-12.9491667
50349,preservedSpecimen,urn:mrbif:ens:hnm:50349,Terminalia macroptera Guill. & Perr.,Combretaceae,Tektake,MR,HNM00189,Tektake,28,11,2007,15.5430556,-12.9491667
50350,preservedSpecimen,urn:mrbif:ens:hnm:50350,Cucumis prophetarum L.,Cucurbitaceae,Nbeika,MR,HNM00190,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50351,preservedSpecimen,urn:mrbif:ens:hnm:50351,Cucumis prophetarum L.,Cucurbitaceae,Nbeika,MR,HNM00191,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50352,preservedSpecimen,urn:mrbif:ens:hnm:50352,Cucumis prophetarum L.,Cucurbitaceae,Nbeika,MR,HNM00192,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50353,preservedSpecimen,urn:mrbif:ens:hnm:50353,Luffa aegyptica Mill.,Cucurbitaceae,KeurMacene,MR,HNM00193,environ site PND,27,11,2007,16.538477,-16.214909
50354,preservedSpecimen,urn:mrbif:ens:hnm:50354,Momordica balsamina Linn.,Cucurbitaceae,KeurMacene,MR,HNM00194,"PND, dune littorale",23,12,2007,16.4086111,-16.4519444
50355,preservedSpecimen,urn:mrbif:ens:hnm:50355,Cucumis,Cucurbitaceae,Djigeni,MR,HNM00195,Tamourt Vatiha,22,8,2008,15.8208333,-8.637499999999999
50356,preservedSpecimen,urn:mrbif:ens:hnm:50356,Cuscuta campestris Yuncker,Convolvulaceae,Nbeika,MR,HNM00196,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50357,preservedSpecimen,urn:mrbif:ens:hnm:50357,Cuscuta campestris Yuncker,Convolvulaceae,Nbeika,MR,HNM00197,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50358,preservedSpecimen,urn:mrbif:ens:hnm:50358,Cuscuta campestris Yuncker,Convolvulaceae,Nbeika,MR,HNM00198,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50359,preservedSpecimen,urn:mrbif:ens:hnm:50359,Cyperus,Cyperaceae,KeurMacene,MR,HNM00199,"PND , Digue près de DiAMA",23,12,2007,16.2177778,-16.3277778
50360,preservedSpecimen,urn:mrbif:ens:hnm:50360,Maytenus senegalensis (Lam.) Exell,Celastraceae,Loghvire,MR,HNM00200,Loghvire,25,11,2007,15.5009261131942,-8.93806582028831
50361,preservedSpecimen,urn:mrbif:ens:hnm:50361,Maytenus senegalensis (Lam.) Exell,Celastraceae,Loghvire,MR,HNM00201,Loghvire,25,11,2007,15.5009261131942,-8.93806582028831
50362,preservedSpecimen,urn:mrbif:ens:hnm:50362,Maytenus senegalensis (Lam.) Exell,Celastraceae,Loghvire,MR,HNM00202,Loghvire,25,11,2007,15.5009261131942,-8.93806582028831
50363,preservedSpecimen,urn:mrbif:ens:hnm:50363,Maytenus senegalensis (Lam.) Exell,Celastraceae,Loghvire,MR,HNM00203,Loghvire,25,11,2007,15.5009261131942,-8.93806582028831
50364,preservedSpecimen,urn:mrbif:ens:hnm:50364,Cyperus,Cyperaceae,KeurMacene,MR,HNM00204,"PND , Digue près de DiAMA",23,12,2007,16.2177778,-16.3277778
50365,preservedSpecimen,urn:mrbif:ens:hnm:50365,Pycreus,Cyperaceae,KeurMacene,MR,HNM00205,PND,22,11,2007,16.538477,-16.214909
50366,preservedSpecimen,urn:mrbif:ens:hnm:50366,Cyperus,Cyperaceae,Aioun el Atrouss,MR,HNM00206,Elberbare,26,11,2007,16.5825,-9.584721999999999
50367,preservedSpecimen,urn:mrbif:ens:hnm:50367,Cyperus,Cyperaceae,Aioun el Atrouss,MR,HNM00207,Elberbare,26,11,2007,16.5825,-9.584721999999999
50368,preservedSpecimen,urn:mrbif:ens:hnm:50368,Cyperus sp.,Cyperaceae,Nbeika,MR,HNM00208,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50369,preservedSpecimen,urn:mrbif:ens:hnm:50369,Cyperus sp.,Cyperaceae,Nbeika,MR,HNM00209,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50370,preservedSpecimen,urn:mrbif:ens:hnm:50370,Cyperus sp.,Cyperaceae,Nbeika,MR,HNM00210,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50371,preservedSpecimen,urn:mrbif:ens:hnm:50371,Cyperus conglomeratus Rottb.,Cyperaceae,Moudjeria,MR,HNM00211,entre Moudjeria et Letfetar,28,11,2007,17.816944,-12.356389
50372,preservedSpecimen,urn:mrbif:ens:hnm:50372,Cyperus conglomeratus Rottb.,Cyperaceae,Moudjeria,MR,HNM00212,entre Moudjeria et Letfetar,28,11,2007,17.816944,-12.356389
50373,preservedSpecimen,urn:mrbif:ens:hnm:50373,Cyperus conglomeratus Rottb.,Cyperaceae,Moudjeria,MR,HNM00213,entre Moudjeria et Letfetar,28,11,2007,17.816944,-12.356389
50374,preservedSpecimen,urn:mrbif:ens:hnm:50374,Scirpus maritimus L.,Cyperaceae,Kobenni,MR,HNM00214,mare de Kobenni,25,11,2007,15.817222,-9.365278
50375,preservedSpecimen,urn:mrbif:ens:hnm:50375,Scirpus maritimus L.,Cyperaceae,Kobenni,MR,HNM00215,mare de Kobenni,25,11,2007,15.817222,-9.365278
50376,preservedSpecimen,urn:mrbif:ens:hnm:50376,Cyperus,Cyperaceae,Toulel,MR,HNM00216,Diacre,25,11,2007,15.4166667,-12.8663889
50377,preservedSpecimen,urn:mrbif:ens:hnm:50377,Cyperus alopecuroides Rottb.,Cyperaceae,Kankossa,MR,HNM00217,Kankossa,21,10,2009,15.8802778,-11.5641667
50378,preservedSpecimen,urn:mrbif:ens:hnm:50378,Cyperus articulatus L.,Cyperaceae,Kankossa,MR,HNM00218,Lihraj-mare de Kankossa,20,10,2009,15.8802778,-11.5641667
50379,preservedSpecimen,urn:mrbif:ens:hnm:50379,Cyperus articulatus L.,Cyperaceae,Kankossa,MR,HNM00219,Lihraj-mare de Kankossa,20,10,2009,15.8802778,-11.5641667
50380,preservedSpecimen,urn:mrbif:ens:hnm:50380,Cyperus sp.,Cyperaceae,Kankossa,MR,HNM00220,"Akreivit, connexion Lihraj- mare de kankossa",20,10,2009,13.8786111,-11.5641667
50381,preservedSpecimen,urn:mrbif:ens:hnm:50381,Cyperus capitata R.Br.,Cyperaceae,Kankossa,MR,HNM00221,Sed Amoure (Kankossa II),21,10,2009,15.8802778,-11.5641667
50382,preservedSpecimen,urn:mrbif:ens:hnm:50382,Cyperus difformis L.,Cyperaceae,Kankossa,MR,HNM00223,"Sed Amoure (Kankossa II), bord de la mare",20,10,2009,16.016667,-11.533333
50383,preservedSpecimen,urn:mrbif:ens:hnm:50383,Cyperus nudicaulis Poir.,Cyperaceae,Oumoulkheuze,MR,HNM00222,mare de Boubleyine,5,1,2010,17.0133333,-10.9980556
50384,preservedSpecimen,urn:mrbif:ens:hnm:50384,Diospyros senegalensis Perr.ex A. DC.,Ebenaceae,Selibabi,MR,HNM00224,oued Mouddi,3,12,2009,15.0502778,-12.3127778
50385,preservedSpecimen,urn:mrbif:ens:hnm:50385,Diospyros senegalensis Perr.ex A. DC.,Ebenaceae,Selibabi,MR,HNM00225,oued Mouddi,3,12,2009,15.0502778,-12.3127778
50386,preservedSpecimen,urn:mrbif:ens:hnm:50386,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Oumoul Kheuz,MR,HNM00226,Oued Amridjil,15,4,2008,17.0094444,-11
50387,preservedSpecimen,urn:mrbif:ens:hnm:50387,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Oumoul Kheuz,MR,HNM00227,Oued Amridjil,15,4,2008,17.0094444,-11
50388,preservedSpecimen,urn:mrbif:ens:hnm:50388,Chrozophora brocchiana Vis.,Euphorbiaceae,Oumoulkheuze,MR,HNM00228,Dar Edebaye,15,4,2008,17,-11
50389,preservedSpecimen,urn:mrbif:ens:hnm:50389,Euphorbia inaequilatera Sond.,Euphorbiaceae,Kiffa,MR,HNM00229,Tahmeire.Sortie Sud de Kiffa sur la route de Kankossa,9,9,2008,16.5463889,-11.4025
50390,preservedSpecimen,urn:mrbif:ens:hnm:50390,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Berbera,MR,HNM00230,Berbare,26,11,2007,16.65,-10.116667
50391,preservedSpecimen,urn:mrbif:ens:hnm:50391,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Berbera,MR,HNM00231,Berbare,26,11,2007,16.65,-10.116667
50392,preservedSpecimen,urn:mrbif:ens:hnm:50392,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Berbera,MR,HNM00234,Berbare,26,11,2007,16.65,-10.116667
50393,preservedSpecimen,urn:mrbif:ens:hnm:50393,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Tektake,MR,HNM00232,Tektake,28,11,2007,15.6097222,-11.9491667
50394,preservedSpecimen,urn:mrbif:ens:hnm:50394,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Tektake,MR,HNM00233,Tektake,28,11,2007,15.6097222,-11.9491667
50395,preservedSpecimen,urn:mrbif:ens:hnm:50395,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Tektake,MR,HNM00235,Tektake,28,11,2007,15.6097222,-11.9491667
50396,preservedSpecimen,urn:mrbif:ens:hnm:50396,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Selibabi,MR,HNM00236,Mouddi,26,11,2007,15.0344444,-12.3002778
50397,preservedSpecimen,urn:mrbif:ens:hnm:50397,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Selibabi,MR,HNM00237,Mouddi,26,11,2007,15.0344444,-12.3002778
50398,preservedSpecimen,urn:mrbif:ens:hnm:50398,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Selibabi,MR,HNM00238,Mouddi,26,11,2007,15.0344444,-12.3002778
50399,preservedSpecimen,urn:mrbif:ens:hnm:50399,Diospyros mespiliformis Hochst. ex A.DC.,Ebenaceae,Selibabi,MR,HNM00239,Mouddi,26,11,2007,15.0344444,-12.3002778
50400,preservedSpecimen,urn:mrbif:ens:hnm:50400,Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Kankossa,MR,HNM00240,bord de la mare de Kaora,20,10,2009,15.9025,-11.5508333
50401,preservedSpecimen,urn:mrbif:ens:hnm:50401,Bergia,Elatinaceae,Toulel,MR,HNM00241,Toulel  (Diacré),25,11,2007,15.4097222,-12.8597222
50402,preservedSpecimen,urn:mrbif:ens:hnm:50402,Bergia,Elatinaceae,Toulel,MR,HNM00242,Toulel  (Diacré),25,11,2007,15.4097222,-12.8597222
50403,preservedSpecimen,urn:mrbif:ens:hnm:50403,Jatropha curcas L.,Euphorbiaceae,Kankossa,MR,HNM00243,"Kankossa II , bord de la mare",20,10,2009,15.9422222,-11.5241667
50404,preservedSpecimen,urn:mrbif:ens:hnm:50404,Manihot esculenta Crantz,Euphorbiaceae,Kankossa,MR,HNM00244,jardin bord ouest de la mare,16,12,2009,15.9422222,-11.5241667
50405,preservedSpecimen,urn:mrbif:ens:hnm:50405,Manihot esculenta Crantz,Euphorbiaceae,Kankossa,MR,HNM00245,jardin bord ouest de la mare,16,12,2009,15.9422222,-11.5241667
50406,preservedSpecimen,urn:mrbif:ens:hnm:50406,Ricinus communis L.,Euphorbiaceae,Kankossa,MR,HNM00246,bord de la mare (Site IFAC),15,10,2009,15.2716667,-11.5222222
50407,preservedSpecimen,urn:mrbif:ens:hnm:50407,Ricinus communis L.,Euphorbiaceae,Kankossa,MR,HNM00247,bord de la mare (Site IFAC),15,10,2009,15.2716667,-11.5222222
50408,preservedSpecimen,urn:mrbif:ens:hnm:50408,Jatropha chevalieri Beille,Euphorbiaceae,Zrafie,MR,HNM00248,Zrafié ou Zraviya,27,11,2007,16.483333,-10.716667
50409,preservedSpecimen,urn:mrbif:ens:hnm:50409,Jatropha chevalieri Beille,Euphorbiaceae,Zrafie,MR,HNM00249,Zrafié ou Zraviya,27,11,2007,16.483333,-10.716667
50410,preservedSpecimen,urn:mrbif:ens:hnm:50410,Securinega virosa (Roxb. ex Willd.) Baill.,Euphorbiaceae,Selibabi,MR,HNM00250,oued Mouddi,26,11,2007,15.0344444,-18.3002778
50411,preservedSpecimen,urn:mrbif:ens:hnm:50411,Securinega virosa (Roxb. ex Willd.) Baill.,Euphorbiaceae,Selibabi,MR,HNM00251,oued Mouddi,26,11,2007,15.0344444,-18.3002778
50412,preservedSpecimen,urn:mrbif:ens:hnm:50412,Euphorbia calyptrata Coss.& Kralik var. involucrata Batt,Euphorbiaceae,Zouerate,MR,HNM00252,Limhouedat,18,12,2009,22.8141667,-12.3669444
50413,preservedSpecimen,urn:mrbif:ens:hnm:50413,Euphorbia calyptrata Coss.& Kralik var. involucrata Batt,Euphorbiaceae,Zouerate,MR,HNM00253,Limhouedat,18,12,2009,22.8141667,-12.3669444
50414,preservedSpecimen,urn:mrbif:ens:hnm:50414,Euphorbia calyptrata Coss.& Kralik var. involucrata Batt,Euphorbiaceae,Zouerate,MR,HNM00254,Limhouedat,18,12,2009,22.8141667,-12.3669444
50415,preservedSpecimen,urn:mrbif:ens:hnm:50415,Chrozophora brocchiana Vis.,Euphorbiaceae,Kiffa,MR,HNM00255,"à côté du barrage de Likhreizé, Oumoulkhouz, commune d'Aghoratt",23,10,2009,17.1188889,-10.9844444
50416,preservedSpecimen,urn:mrbif:ens:hnm:50416,Vigna unguiculata (L.) Walp.,Leguminosae-Papilionoideae,Kankossa,MR,HNM00256,agmamine 1,18,10,2009,15.8813889,-11.5483333
50417,preservedSpecimen,urn:mrbif:ens:hnm:50417,Pterocarpus lucens Lepr. ex Guill. & Perr.,Leguminosae-Papilionoideae,Selibabi,MR,HNM00257,Ouest Sélibabi,3,12,2009,15.2913889,-12.2125
50418,preservedSpecimen,urn:mrbif:ens:hnm:50418,Pterocarpus lucens Lepr. ex Guill. & Perr.,Leguminosae-Papilionoideae,Selibabi,MR,HNM00258,Ouest Sélibabi,3,12,2009,15.2913889,-12.2125
50419,preservedSpecimen,urn:mrbif:ens:hnm:50419,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Kankossa,MR,HNM00259,Bordure sud de la mare,20,10,2009,15.8816667,-11.5483333
50420,preservedSpecimen,urn:mrbif:ens:hnm:50420,Vigna unguiculata (L.) Walp.,Leguminosae-Papilionoideae,Kankossa,MR,HNM00260,agmamine 1,18,10,2009,15.8813889,-11.5483333
50421,preservedSpecimen,urn:mrbif:ens:hnm:50421,Arachis hypogaea L.,Leguminosae-Papilionoideae,Kankossa,MR,HNM00261,agmamine 1,17,10,2009,15.8622222,-11.5725
50422,preservedSpecimen,urn:mrbif:ens:hnm:50422,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Tektake,MR,HNM00262,Tektake,28,11,2007,15.5430556,-12.9491667
50423,preservedSpecimen,urn:mrbif:ens:hnm:50423,Tephrosia purpurea (L.) Pers.,Leguminosae-Papilionoideae,Kankossa,MR,HNM00263,Akvervit,20,10,2009,15.8786111,-11.5641667
50424,preservedSpecimen,urn:mrbif:ens:hnm:50424,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Aghoratt,MR,HNM00264,Barrage Oulad Mohamed Mahmoud,24,10,2009,17.0755556,-10.9983333
50425,preservedSpecimen,urn:mrbif:ens:hnm:50425,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Aghoratt,MR,HNM00265,Barrage Oulad Mohamed Mahmoud,24,10,2009,17.0755556,-10.9983333
50426,preservedSpecimen,urn:mrbif:ens:hnm:50426,Sesbania bispinosa (Jacq.) W.F.Wight,Leguminosae-Papilionoideae,Kobenni,MR,HNM00266,Entre Gounguel et Aïoun,25,11,2007,15.817222,-9.365278
50427,preservedSpecimen,urn:mrbif:ens:hnm:50427,Sesbania bispinosa (Jacq.) W.F.Wight,Leguminosae-Papilionoideae,Kobenni,MR,HNM00267,Entre Gounguel et Aïoun,25,11,2007,15.817222,-9.365278
50428,preservedSpecimen,urn:mrbif:ens:hnm:50428,Sesbania bispinosa (Jacq.) W.F.Wight,Leguminosae-Papilionoideae,Kobenni,MR,HNM00268,Entre Gounguel et Aïoun,25,11,2007,15.817222,-9.365278
50429,preservedSpecimen,urn:mrbif:ens:hnm:50429,Psoralea plicata Del.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00269,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50430,preservedSpecimen,urn:mrbif:ens:hnm:50430,Psoralea plicata Del.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00270,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50431,preservedSpecimen,urn:mrbif:ens:hnm:50431,Psoralea plicata Del.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00271,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50432,preservedSpecimen,urn:mrbif:ens:hnm:50432,Alysicarpus ovalifolius (Schum.) J.Léonard,Leguminosae-Papilionoideae,Effam Likhdheirat,MR,HNM00272,Oum Liebaar (Fam Likhdheyratt),26,11,2007,16.5411111,10.77
50433,preservedSpecimen,urn:mrbif:ens:hnm:50433,Alysicarpus ovalifolius (Schum.) J.Léonard,Leguminosae-Papilionoideae,Effam Likhdheirat,MR,HNM00273,Oum Liebaar (Fam Likhdheyratt),26,11,2007,16.5411111,10.77
50434,preservedSpecimen,urn:mrbif:ens:hnm:50434,Tephrosia gracilipes Guill. & Perr.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00274,Entre Nbeika et Guebbou vers N'titane,27,11,2007,17.904167,-12.271944
50435,preservedSpecimen,urn:mrbif:ens:hnm:50435,Tephrosia gracilipes Guill. & Perr.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00275,Entre Nbeika et Guebbou vers N'titane,27,11,2007,17.904167,-12.271944
50436,preservedSpecimen,urn:mrbif:ens:hnm:50436,Tephrosia gracilipes Guill. & Perr.,Leguminosae-Papilionoideae,Nbeika,MR,HNM00276,Entre Nbeika et Guebbou vers N'titane,27,11,2007,17.904167,-12.271944
50437,preservedSpecimen,urn:mrbif:ens:hnm:50437,Tephrosia mossiensis A. Chev.,Leguminosae-Papilionoideae,Selibaby,MR,HNM00277,Chelkhit N'sour,27,11,2007,15.2272222,-11.8519444
50438,preservedSpecimen,urn:mrbif:ens:hnm:50438,Indigofera astragalina D.C.,Leguminosae-Papilionoideae,Selibabi,MR,HNM00278,Ammague/ Chelkhit N'sour,27,11,2007,15.2272222,-11.8519444
